date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:40:08	2723/2723	---M--	200	added ('OK')	text/html	etag:%22aa3-28e24aead9680%22	http://info.cern.ch/hypertext/WWW/LineMode/Defaults/CommandLine.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/LineMode/Defaults/CommandLine.html	(from http://info.cern.ch/hypertext/WWW/LineMode/Defaults/QuickGuide.html)
06:40:08	1194/1194	---M--	200	added ('OK')	text/html	etag:%224aa-28e24738cde80%22	http://info.cern.ch/hypertext/WWW/LineMode/Defaults/Shortcuts.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/LineMode/Defaults/Shortcuts.html	(from http://info.cern.ch/hypertext/WWW/LineMode/Defaults/QuickGuide.html)
06:40:09	2733/2733	---M--	200	added ('OK')	text/html	etag:%22aad-28e24ab1a0f80%22	http://info.cern.ch/hypertext/WWW/LineMode/Defaults/Customisation.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/LineMode/Defaults/Customisation.html	(from http://info.cern.ch/hypertext/WWW/LineMode/Defaults/QuickGuide.html)
06:40:09	922/922	---M--	200	added ('OK')	text/html	etag:%2239a-29125256ae040%22	http://info.cern.ch/hypertext/WWW/Daemon/User/Installation.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Daemon/User/Installation.html	(from http://info.cern.ch/hypertext/WWW/Daemon/User/Guide.html)
06:40:09	897/897	---M--	200	added ('OK')	text/html	etag:%22381-2825b53dc4280%22	http://info.cern.ch/hypertext/WWW/Daemon/User/Compilation.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Daemon/User/Compilation.html	(from http://info.cern.ch/hypertext/WWW/Daemon/User/Guide.html)
06:40:10	1403/1403	---M--	200	added ('OK')	text/html	etag:%2257b-28eed6d907b80%22	http://info.cern.ch/hypertext/WWW/Daemon/User/CommandLine.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Daemon/User/CommandLine.html	(from http://info.cern.ch/hypertext/WWW/Daemon/User/Guide.html)
06:40:10	2121/2121	---M--	200	added ('OK')	text/html	etag:%22849-28eed72cf4180%22	http://info.cern.ch/hypertext/WWW/Daemon/User/RuleFile.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Daemon/User/RuleFile.html	(from http://info.cern.ch/hypertext/WWW/Daemon/User/Guide.html)
06:40:10	1138/1138	---M--	200	added ('OK')	text/html	etag:%22472-29095bcf32700%22	http://info.cern.ch/hypertext/WWW/Daemon/User/Debugging.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Daemon/User/Debugging.html	(from http://info.cern.ch/hypertext/WWW/Daemon/User/Guide.html)
06:40:11	606/606	---M--	200	added ('OK')	text/html	etag:%2225e-27c9cf97ecb00%22	http://info.cern.ch/hypertext/WWW/Daemon/Bugs.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Daemon/Bugs.html	(from http://info.cern.ch/hypertext/WWW/Daemon/User/Guide.html)
06:40:11	1178/1178	---M--	200	added ('OK')	text/html	etag:%2249a-284aa09137c40%22	http://info.cern.ch/hypertext/WWW/Daemon/Features.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Daemon/Features.html	(from http://info.cern.ch/hypertext/WWW/Daemon/User/Guide.html)
06:40:11	1015/1015	---M--	200	added ('OK')	text/html	etag:%223f7-28d5c55897240%22	http://info.cern.ch/hypertext/WWW/Library/Bugs.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Library/Bugs.html	(from http://info.cern.ch/hypertext/WWW/Library/Status.html)
06:40:12	1086/1086	---M--	200	added ('OK')	text/html	etag:%2243e-2916132d38700%22	http://info.cern.ch/hypertext/WWW/Library/Features.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Library/Features.html	(from http://info.cern.ch/hypertext/WWW/Library/Status.html)
06:40:12	4581/4581	---M--	200	added ('OK')	text/html	etag:%2211e5-280deb3240a80%22	http://info.cern.ch/hypertext/Erwise/Review.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/Erwise/Review.html	(from http://info.cern.ch/hypertext/WWW/Erwise/Status.html)
06:40:12	224/224	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:05%20GMT	http://info.cern.ch/hypertext/Viola-2.0/README	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/Viola-2.0/README.f5.delayed	(from http://info.cern.ch/hypertext/WWW/Viola/Status.html)
06:40:13	5813/5813	---M--	200	added ('OK')	text/html	etag:%2216b5-283b382302800%22	http://info.cern.ch/hypertext/Viola/Review.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/Viola/Review.html	(from http://info.cern.ch/hypertext/WWW/Viola/Status.html)
06:40:13	1299/1299	---M--	200	added ('OK')	text/html	etag:%22513-289c3cf1047c0%22	http://info.cern.ch/hypertext/WWW/X11/Overview.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/X11/Overview.html	(from http://info.cern.ch/hypertext/WWW/Viola/Status.html)
06:40:13	224/224	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:06%20GMT	http://info.cern.ch/hypertext/WWW/TkWWW/README	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/TkWWW/README.f8.delayed	(from http://info.cern.ch/hypertext/WWW/TkWWW/Status.html)
06:40:14	222/222	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:06%20GMT	http://info.cern.ch/hypertext/WWW/TkWWW/BUGS	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/TkWWW/BUGS.f9.delayed	(from http://info.cern.ch/hypertext/WWW/TkWWW/Status.html)
06:40:14	225/225	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:07%20GMT	http://info.cern.ch/hypertext/WWW/TkWWW/HISTORY	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/TkWWW/HISTORY.fa.delayed	(from http://info.cern.ch/hypertext/WWW/TkWWW/Status.html)
06:40:14	225/225	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:07%20GMT	http://info.cern.ch/hypertext/WWW/TkWWW/COPYING	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/TkWWW/COPYING.fb.delayed	(from http://info.cern.ch/hypertext/WWW/TkWWW/Status.html)
06:40:15	6910/6910	---M--	200	added ('OK')	text/html	etag:%221afe-2914ba8069640%22	http://info.cern.ch/hypertext/WWW/NeXT/Implementation/Features.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/NeXT/Implementation/Features.html	(from http://info.cern.ch/hypertext/WWW/NeXT/Status.html)
06:40:15	949/949	---M--	200	added ('OK')	text/html	etag:%223b5-2915a8ed79ac0%22	http://info.cern.ch/hypertext/WWW/FineWWW/Announcement_00.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/FineWWW/Announcement_00.html	(from http://info.cern.ch/hypertext/WWW/FineWWW/Status.html)
06:40:15	880/880	---M--	200	added ('OK')	text/html	etag:%22370-273bda274d440%22	http://info.cern.ch/hypertext/WWW/FIND/Bugs.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/FIND/Bugs.html	(from http://info.cern.ch/hypertext/WWW/FIND/Status.html)
06:40:16	1217/1217	---M--	200	added ('OK')	text/html	etag:%224c1-273aae7157900%22	http://info.cern.ch/hypertext/WWW/VMSHelp/Bugs.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/VMSHelp/Bugs.html	(from http://info.cern.ch/hypertext/WWW/Daemon/VMSGateStatus.html)
06:40:16	923/923	---M--	200	added ('OK')	text/html	etag:%2239b-28e76d30497c0%22	http://info.cern.ch/hypertext/WWW/VMSHelp/Features.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/VMSHelp/Features.html	(from http://info.cern.ch/hypertext/WWW/Daemon/VMSGateStatus.html)
06:40:16	1843/1843	---M--	200	added ('OK')	text/html	etag:%22733-291b183a09740%22	http://info.cern.ch/hypertext/WWW/LineMode/vm-cms/Overview.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/LineMode/vm-cms/Overview.html	(from http://info.cern.ch/hypertext/WWW/LineMode/More.html)
06:40:17	900/900	---M--	200	added ('OK')	text/html	etag:%22384-29055cd18dd40%22	http://info.cern.ch/hypertext/WWW/LineMode/UsersGuide.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/LineMode/UsersGuide.html	(from http://info.cern.ch/hypertext/WWW/LineMode/DocIdeas.html)
06:40:17	1100/1100	---M--	200	added ('OK')	text/html	etag:%2244c-4db035eefc7c0%22	http://info.cern.ch/hypertext/WWW/LineMode/Defaults/.....	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/LineMode/Defaults/.....html	(from http://info.cern.ch/hypertext/WWW/LineMode/Defaults/Bugs.html)
06:40:17	237/237	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:10%20GMT	http://info.cern.ch/hypertext/WWW/LineMode/Defaults/.......	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/LineMode/Defaults/.......104.delayed	(from http://info.cern.ch/hypertext/WWW/LineMode/Defaults/Bugs.html)
06:40:18	4612/4612	---M--	200	added ('OK')	text/html	etag:%221204-280a36716e6c0%22	http://info.cern.ch/hypertext/WWW/Architecture/BrowserOverview.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Architecture/BrowserOverview.html	(from http://info.cern.ch/hypertext/WWW/LineMode/Internals.html)
06:40:18	246/246	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:10%20GMT	http://info.cern.ch/hypertext/WWW/LineMode/Implementation/HTBrowse.c	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/LineMode/Implementation/HTBrowse.106.delayed	(from http://info.cern.ch/hypertext/WWW/LineMode/Internals.html)
06:40:18	246/246	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:11%20GMT	http://info.cern.ch/hypertext/WWW/LineMode/Implementation/HTBrowse.h	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/LineMode/Implementation/HTBrowse.107.delayed	(from http://info.cern.ch/hypertext/WWW/LineMode/Internals.html)
06:40:18	246/246	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:11%20GMT	http://info.cern.ch/hypertext/WWW/LineMode/Implementation/GridText.c	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/LineMode/Implementation/GridText.108.delayed	(from http://info.cern.ch/hypertext/WWW/LineMode/Internals.html)
06:40:19	246/246	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:11%20GMT	http://info.cern.ch/hypertext/WWW/LineMode/Implementation/GridText.h	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/LineMode/Implementation/GridText.109.delayed	(from http://info.cern.ch/hypertext/WWW/LineMode/Internals.html)
06:40:19	251/251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:11%20GMT	http://info.cern.ch/hypertext/WWW/LineMode/Implementation/DefaultStyles.c	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/LineMode/Implementation/DefaultStyles.10a.delayed	(from http://info.cern.ch/hypertext/WWW/LineMode/Internals.html)
06:40:19	2209/2209	---M--	200	added ('OK')	text/html	etag:%228a1-2905722927780%22	http://info.cern.ch/hypertext/WWW/LineMode/Defaults/NewsServer.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/LineMode/Defaults/NewsServer.html	(from http://info.cern.ch/hypertext/WWW/LineMode/Defaults/Features.html)
06:40:20	2886/2886	---M--	200	added ('OK')	text/html	etag:%22b46-26cd5b1b9d0c0%22	http://info.cern.ch/hypertext/WWW/NeXT/CommandKeys.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/NeXT/CommandKeys.html	(from http://info.cern.ch/hypertext/WWW/NeXT/Menus.html)
06:40:20	2044/2044	---M--	200	added ('OK')	text/html	etag:%227fc-260e541bb6a00%22	http://info.cern.ch/hypertext/WWW/NeXT/Styles.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/NeXT/Styles.html	(from http://info.cern.ch/hypertext/WWW/NeXT/Menus.html)
06:40:20	1635/1635	---M--	200	added ('OK')	text/html	etag:%22663-26cd5ae911980%22	http://info.cern.ch/hypertext/WWW/NeXT/UsingNFS.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/NeXT/UsingNFS.html	(from http://info.cern.ch/hypertext/WWW/NeXT/Installation.html)
06:40:21	2428/2428	---M--	200	added ('OK')	text/html	etag:%2297c-286ebad3835c0%22	http://info.cern.ch/hypertext/WWW/NeXT/Implementation/Upgrade.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/NeXT/Implementation/Upgrade.html	(from http://info.cern.ch/hypertext/WWW/NeXT/Implementation/Bugs.html)
06:40:22	239/239	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:14%20GMT	http://info.cern.ch/hypertext/WWW/Implementation/Browser.draw	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Implementation/Browser.110.delayed	(from http://info.cern.ch/hypertext/WWW/NeXT/Implementation/SourceFiles.html)
06:40:22	257/257	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:14%20GMT	http://info.cern.ch/hypertext/WWW/NeXT/Implementation/Implementation/HTAccess.c	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/NeXT/Implementation/Implementation/HTAccess.111.delayed	(from http://info.cern.ch/hypertext/WWW/NeXT/Implementation/SourceFiles.html)
06:40:22	242/242	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:15%20GMT	http://info.cern.ch/hypertext/WWW/NeXT/Implementation/HTAccess.h	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/NeXT/Implementation/HTAccess.112.delayed	(from http://info.cern.ch/hypertext/WWW/NeXT/Implementation/SourceFiles.html)
06:40:22	241/241	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:15%20GMT	http://info.cern.ch/hypertext/WWW/NeXT/Implementation/HTParse.c	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/NeXT/Implementation/HTParse.113.delayed	(from http://info.cern.ch/hypertext/WWW/NeXT/Implementation/SourceFiles.html)
06:40:22	241/241	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:15%20GMT	http://info.cern.ch/hypertext/WWW/NeXT/Implementation/HTParse.h	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/NeXT/Implementation/HTParse.114.delayed	(from http://info.cern.ch/hypertext/WWW/NeXT/Implementation/SourceFiles.html)
06:40:23	252/252	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:15%20GMT	http://info.cern.ch/hypertext/WWW/hypertext/WWW/Addressing/Addressing.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/hypertext/WWW/Addressing/Addressing.115.delayed	(from http://info.cern.ch/hypertext/WWW/NeXT/Implementation/SourceFiles.html)
06:40:23	238/238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:16%20GMT	http://info.cern.ch/hypertext/WWW/NeXT/Implementation/HTTP.c	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/NeXT/Implementation/HTTP.116.delayed	(from http://info.cern.ch/hypertext/WWW/NeXT/Implementation/SourceFiles.html)
06:40:23	238/238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:16%20GMT	http://info.cern.ch/hypertext/WWW/NeXT/Implementation/HTTP.h	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/NeXT/Implementation/HTTP.117.delayed	(from http://info.cern.ch/hypertext/WWW/NeXT/Implementation/SourceFiles.html)
06:40:23	245/245	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:16%20GMT	http://info.cern.ch/hypertext/WWW/hypertext/WWW/Protocols/HTTP.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/hypertext/WWW/Protocols/HTTP.118.delayed	(from http://info.cern.ch/hypertext/WWW/NeXT/Implementation/SourceFiles.html)
06:40:24	237/237	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:16%20GMT	http://info.cern.ch/hypertext/WWW/NeXT/Implementation/tcp.h	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/NeXT/Implementation/tcp.119.delayed	(from http://info.cern.ch/hypertext/WWW/NeXT/Implementation/SourceFiles.html)
06:40:24	243/243	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:17%20GMT	http://info.cern.ch/hypertext/WWW/NeXT/Implementation/utilities.h	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/NeXT/Implementation/utilities.11a.delayed	(from http://info.cern.ch/hypertext/WWW/NeXT/Implementation/SourceFiles.html)
06:40:24	237/237	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:17%20GMT	http://info.cern.ch/hypertext/WWW/NeXT/Implementation/WWW.h	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/NeXT/Implementation/WWW.11b.delayed	(from http://info.cern.ch/hypertext/WWW/NeXT/Implementation/SourceFiles.html)
06:40:25	808/808	---M--	200	added ('OK')	text/html	etag:%22328-4db035fd4a980%22	http://info.cern.ch/hypertext/WWW/NeXT/Implementation/WorldWideWeb.nib	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/NeXT/Implementation/WorldWideWeb.html	(from http://info.cern.ch/hypertext/WWW/NeXT/Implementation/SourceFiles.html)
06:40:25	243/243	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:17%20GMT	http://info.cern.ch/hypertext/WWW/NeXT/Implementation/ParseHTML.h	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/NeXT/Implementation/ParseHTML.11d.delayed	(from http://info.cern.ch/hypertext/WWW/NeXT/Implementation/SourceFiles.html)
06:40:25	710/710	---M--	200	added ('OK')	text/html	etag:%222c6-4db035fe3ebc0%22	http://info.cern.ch/hypertext/WWW/MarkUp.wn	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/MarkUp.html	(from http://info.cern.ch/hypertext/WWW/NeXT/MakingDocuments.html)
06:40:25	244/244	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:18%20GMT	http://info.cern.ch/hypertext/WWW/Daemon/Implementation/HTDaemon.c	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Daemon/Implementation/HTDaemon.11f.delayed	(from http://info.cern.ch/hypertext/WWW/Daemon/Basic.html)
06:40:26	242/242	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:18%20GMT	http://info.cern.ch/hypertext/WWW/Daemon/Implementation/handle.c	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Daemon/Implementation/handle.120.delayed	(from http://info.cern.ch/hypertext/WWW/Daemon/Basic.html)
06:40:26	246/246	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:19%20GMT	http://info.cern.ch/hypertext/WWW/Daemon/Implementation/HTRetrieve.c	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Daemon/Implementation/HTRetrieve.121.delayed	(from http://info.cern.ch/hypertext/WWW/Daemon/Basic.html)
06:40:26	245/245	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:19%20GMT	http://info.cern.ch/hypertext/WWW/Tools/HTMLGeneration/dir2html.txt	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Tools/HTMLGeneration/dir2html.122.delayed	(from http://info.cern.ch/hypertext/WWW/Provider/ShellScript.html)
06:40:27	248/248	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:19%20GMT	http://info.cern.ch/hypertext/WWW/Tools/HTMLGeneration/ls2html.awk.txt	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Tools/HTMLGeneration/ls2html.awk.123.delayed	(from http://info.cern.ch/hypertext/WWW/Provider/ShellScript.html)
06:40:27	242/242	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:20%20GMT	http://info.cern.ch/hypertext/WWW/Daemon/Implementation/asis.txt	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Daemon/Implementation/asis.124.delayed	(from http://info.cern.ch/hypertext/WWW/Provider/ShellScript.html)
06:40:27	1910/1910	---M--	200	added ('OK')	text/html	etag:%22776-279020dedb900%22	http://info.cern.ch/hypertext/DataSources/WHO/FieldNames.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/DataSources/WHO/FieldNames.html	(from http://info.cern.ch/hypertext/WWW/FIND/Overview.html)
06:40:28	1633/1633	---M--	200	added ('OK')	text/html	etag:%22661-27305e29704c0%22	http://info.cern.ch/hypertext/WWW/FIND/Features.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/FIND/Features.html	(from http://info.cern.ch/hypertext/WWW/FIND/Overview.html)
06:40:28	639/639	---M--	200	added ('OK')	text/html	etag:%2227f-26f569967ab40%22	http://info.cern.ch/hypertext/WWW/Daemon/FINDGate.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Daemon/FINDGate.html	(from http://info.cern.ch/hypertext/WWW/FIND/Overview.html)
06:40:28	244/244	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:21%20GMT	http://info.cern.ch/hypertext/WWW/Daemon/Implementation/FINDGate.c	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Daemon/Implementation/FINDGate.128.delayed	(from http://info.cern.ch/hypertext/WWW/FIND/Overview.html)
06:40:28	249/249	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:21%20GMT	http://info.cern.ch/hypertext/WWW/FIND/Hyperizing_FIND.wn/WNDocument.wn	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/FIND/Hyperizing_FIND.wn/WNDocument.129.delayed	(from http://info.cern.ch/hypertext/WWW/FIND/Overview.html)
06:40:29	1268/1268	---M--	200	added ('OK')	text/html	etag:%224f4-26f5699862fc0%22	http://info.cern.ch/hypertext/WWW/FIND/Stored.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/FIND/Stored.html	(from http://info.cern.ch/hypertext/WWW/FIND/Overview.html)
06:40:29	2325/2325	---M--	200	added ('OK')	text/html	etag:%22915-28e76cf7110c0%22	http://info.cern.ch/hypertext/WWW/Daemon/VMSHelpGate.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Daemon/VMSHelpGate.html	(from http://info.cern.ch/hypertext/WWW/VMSHelp/Overview.html)
06:40:29	244/244	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:22%20GMT	http://info.cern.ch/hypertext/WWW/Daemon/Implementation/WAISGate.c	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Daemon/Implementation/WAISGate.12c.delayed	(from http://info.cern.ch/hypertext/WWW/Daemon/WAISGate.html)
06:40:30	1470/1470	---M--	200	added ('OK')	text/html	etag:%225be-28f0537312f40%22	http://info.cern.ch/hypertext/Products/WAIS/Sources/Overview.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/Products/WAIS/Sources/Overview.html	(from http://info.cern.ch/hypertext/WWW/Daemon/WAISGate.html)
06:40:30	245/245	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:41:23%20GMT	http://info.cern.ch/hypertext/WWW/Daemon/Implementation/DCLServer.c	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Daemon/Implementation/DCLServer.12e.delayed	(from http://info.cern.ch/hypertext/WWW/Daemon/DCLServer.html)
